id_vizita,timestamp,id_vizitator,id_magazin,discount
8722,2016-06-23 02:22:44,2180,3,183
8723,2016-11-17 07:24:38,10307,1,271
8724,2016-03-03 23:28:30,12377,1,791
8725,2016-09-15 23:54:15,2696,5,572
8726,2016-01-26 19:18:56,15238,5,132
8727,2016-12-02 06:07:12,23101,2,129
8728,2016-08-22 09:21:41,17633,4,503
8729,2016-03-31 03:36:50,2408,4,211
8730,2016-08-18 08:47:16,360,5,609
8731,2016-10-05 15:22:5,23885,1,102
8732,2016-05-15 02:18:56,21471,2,976
8733,2016-01-30 22:05:05,3773,1,371
8734,2016-10-02 21:46:39,16815,2,992
8735,2016-03-26 00:18:22,23867,4,404
8736,2016-03-07 09:01:01,12741,1,454
8737,2016-08-06 21:11:17,9795,3,769
8738,2016-04-26 04:38:18,17269,2,598
8739,2016-08-13 15:50:3,7736,4,291
8740,2016-07-27 03:49:04,31145,3,244
8741,2016-09-05 23:40:31,28389,3,-1
8742,2016-03-07 23:46:1,5534,3,328
8743,2016-01-10 22:02:54,2162,1,227
8744,2016-02-14 17:47:32,11017,3,655
8745,2016-04-17 06:07:07,19410,3,334
8746,2016-05-17 11:30:06,30797,1,508
8747,2016-07-03 00:30:59,24356,3,162
8748,2016-06-02 03:37:05,8859,2,777
8749,2016-12-28 13:53:0,14557,3,199
8750,2016-09-09 18:28:57,17308,5,335
8751,2016-06-17 15:02:5,4736,3,574
8752,2016-07-13 18:28:58,7374,2,561
8753,2016-10-21 14:09:40,3958,1,863
8754,2016-02-14 09:17:34,30235,5,838
8755,2016-07-31 14:08:43,4870,3,638
8756,2016-11-25 00:55:10,9012,5,586
8757,2016-02-25 22:52:32,29877,1,701
8758,2016-05-31 13:59:17,12441,1,405
8759,2016-05-29 20:02:37,11379,2,524
8760,2016-10-24 09:40:42,28957,1,743
8761,2016-11-25 23:40:33,17455,4,244
8762,2016-07-11 13:42:32,16678,1,-1
8763,2016-12-23 04:32:31,2297,3,317
8764,2016-06-12 17:25:59,25102,2,196
8765,2016-06-25 07:58:28,9727,4,569
8766,2016-10-02 10:27:09,20821,5,337
8767,2016-07-01 09:59:12,21374,4,694
8768,2016-12-08 09:20:25,8876,5,46
8769,2016-01-01 08:22:00,30730,2,-1
8770,2016-10-24 19:33:2,26205,1,611
8771,2016-10-24 03:20:17,13092,3,673
8772,2016-09-07 12:09:47,15813,2,997
8773,2016-08-18 22:39:55,21513,3,458
8774,2016-04-01 03:24:08,11816,4,523
8775,2016-07-04 18:19:22,4689,5,424
8776,2016-10-27 14:52:21,4703,4,827
8777,2016-02-25 11:46:54,16095,3,15
8778,2016-01-19 19:16:4,13952,2,775
8779,2016-11-20 16:15:29,28052,4,596
8780,2016-05-19 16:20:53,24525,3,285
8781,2016-06-07 14:10:5,23045,5,91
8782,2016-08-05 12:20:33,23317,5,482
8783,2016-10-01 17:12:34,2487,5,245
8784,2016-08-11 07:00:16,22766,5,444
8785,2016-10-20 19:08:24,9845,3,883
8786,2016-07-20 15:59:46,15374,2,596
8787,2016-09-20 12:43:3,15963,3,617
8788,2016-07-16 13:51:4,21361,2,867
8789,2016-09-13 13:30:35,6199,2,337
8790,2016-09-09 21:02:43,19508,2,-1
8791,2016-04-11 01:27:54,26540,4,108
8792,2016-10-31 11:47:46,29285,1,488
8793,2016-10-08 16:43:02,26426,1,708
8794,2016-02-22 13:21:56,15093,1,143
8795,2016-12-06 05:36:54,8956,4,139
8796,2016-09-18 00:23:50,1826,1,2
8797,2016-07-10 08:37:10,20652,4,665
8798,2016-12-20 22:49:08,29454,5,564
8799,2016-12-27 08:04:30,15229,3,544
8800,2016-09-24 00:04:27,8631,1,615
8801,2016-01-22 09:10:39,16904,4,926
8802,2016-08-25 12:35:27,2612,4,882
8803,2016-03-07 06:57:40,21856,5,298
8804,2016-12-15 13:44:22,27308,3,545
8805,2016-11-04 06:43:23,15785,2,927
8806,2016-05-26 23:04:2,18859,5,945
8807,2016-01-11 11:03:33,8924,4,-1
8808,2016-03-26 17:37:16,2932,4,352
8809,2016-06-16 07:55:26,4583,2,376
8810,2016-02-06 15:52:15,17140,4,172
8811,2016-02-29 18:26:22,5877,1,572
8812,2016-01-07 02:26:34,16677,1,997
8813,2016-05-09 02:23:2,6614,4,73
8814,2016-11-22 02:29:00,2220,5,478
8815,2016-01-14 06:31:03,21000,3,7
8816,2016-05-10 03:25:0,22015,5,-1
8817,2016-01-20 22:11:15,29793,1,48
8818,2016-07-18 22:36:5,21163,3,254
8819,2016-04-28 15:25:45,30262,1,701
8820,2016-09-03 15:13:19,27060,2,223
8821,2016-12-29 06:19:32,2235,5,47
8822,2016-01-01 15:05:2,12010,3,578
8823,2016-02-07 01:39:49,4977,5,682
8824,2016-12-24 18:15:59,27160,4,669
8825,2016-02-05 18:41:17,10915,2,936
8826,2016-06-29 10:44:10,29120,3,124
8827,2016-05-02 16:28:21,4905,3,551
8828,2016-04-25 09:22:2,19032,1,746
8829,2016-07-31 05:36:16,16988,1,422
8830,2016-03-12 12:36:29,26823,5,64
8831,2016-07-17 07:39:43,13760,1,589
8832,2016-05-05 09:04:55,18377,4,757
8833,2016-11-06 07:40:16,21865,3,-1
8834,2016-04-21 03:19:32,22672,2,157
8835,2016-07-05 07:56:24,12986,1,264
8836,2016-03-02 13:32:2,19392,3,906
8837,2016-05-14 00:13:00,5479,4,77
8838,2016-01-13 01:17:56,15905,4,94
8839,2016-10-31 17:04:39,13894,4,227
8840,2016-08-30 16:12:08,19846,3,-1
8841,2016-05-05 12:08:25,28984,1,663
8842,2016-02-14 17:02:05,20104,1,849
8843,2016-08-22 14:43:09,19015,3,992
8844,2016-10-16 18:07:17,12033,1,381
8845,2016-07-20 00:41:40,25533,3,452
8846,2016-01-10 06:41:13,27589,3,828
8847,2016-04-16 04:45:11,25651,2,857
8848,2016-09-18 14:59:29,25151,2,995
8849,2016-03-25 02:05:28,21032,2,47
8850,2016-02-20 11:27:50,23202,1,754
8851,2016-12-31 06:44:02,16082,2,707
8852,2016-09-18 10:39:08,4579,3,161
8853,2016-01-11 00:39:17,7322,1,147
8854,2016-01-29 10:27:07,22082,1,7
8855,2016-05-11 12:55:33,22240,3,546
8856,2016-04-26 08:04:17,14401,2,945
8857,2016-01-28 16:33:57,26612,5,618
8858,2016-04-03 17:52:51,8907,3,-1
8859,2016-06-06 02:06:40,20495,1,301
8860,2016-05-07 21:28:13,12145,4,138
8861,2016-12-06 21:04:02,7303,1,228
8862,2016-09-19 04:47:51,8823,4,398
8863,2016-08-08 04:23:42,27892,5,465
8864,2016-01-07 03:29:15,30268,5,-1
8865,2016-10-25 21:20:11,8804,1,803
8866,2016-06-29 01:34:21,8974,2,654
8867,2016-10-25 22:48:10,17347,3,931
8868,2016-07-24 17:57:35,6558,3,577
8869,2016-09-19 22:03:19,16256,1,837
8870,2016-07-17 03:37:08,15653,2,212
8871,2016-09-24 00:33:20,20126,2,507
8872,2016-06-12 09:07:16,21782,1,122
8873,2016-04-03 14:01:44,21491,4,419
8874,2016-08-27 17:09:05,23952,3,476
8875,2016-05-06 09:28:56,18913,3,756
8876,2016-07-09 08:42:20,23933,4,451
8877,2016-11-12 05:02:56,21228,2,176
8878,2016-08-06 02:46:23,7606,2,222
8879,2016-04-15 16:06:21,20316,5,177
8880,2016-02-19 20:39:39,17319,4,847
8881,2016-10-09 01:30:17,1004,5,866
8882,2016-02-20 13:07:1,32138,5,903
8883,2016-04-22 08:31:10,31488,4,75
8884,2016-09-15 06:51:47,24117,1,425
8885,2016-06-09 09:05:46,29105,4,167
8886,2016-08-05 02:46:10,17520,4,356
8887,2016-10-31 04:14:48,19311,2,119
8888,2016-10-06 07:26:52,18442,3,778
8889,2016-08-22 07:18:2,1937,3,642
8890,2016-11-18 09:01:11,13605,3,807
8891,2016-06-02 03:51:21,19945,1,402
8892,2016-03-21 01:03:17,15020,5,375
8893,2016-02-05 10:09:01,11008,4,261
8894,2016-03-11 13:11:30,17198,3,936
8895,2016-09-06 06:10:55,2727,1,926
8896,2016-02-06 05:30:11,22354,4,873
8897,2016-08-25 17:59:34,923,3,556
8898,2016-10-26 20:26:52,22968,5,536
8899,2016-11-14 21:34:57,6594,3,29
8900,2016-10-01 05:06:29,7623,3,474
8901,2016-04-12 04:08:27,25284,3,566
8902,2016-10-08 05:09:53,17126,1,-1
8903,2016-08-21 09:43:56,5339,5,657
8904,2016-03-01 06:03:15,6602,4,616
8905,2016-11-20 08:08:39,31056,2,685
8906,2016-05-23 18:18:0,12636,5,418
8907,2016-08-03 11:02:38,1016,2,565
8908,2016-11-06 00:56:53,28724,3,442
8909,2016-08-22 16:38:41,18694,4,918
8910,2016-05-10 09:10:30,31639,5,322
8911,2016-03-20 00:52:37,9032,2,696
8912,2016-05-03 13:52:1,4937,3,229
8913,2016-11-19 17:54:08,24071,1,894
8914,2016-12-03 12:30:3,203,1,863
8915,2016-05-29 21:16:18,7640,3,783
8916,2016-05-16 00:57:13,14137,3,828
8917,2016-01-06 07:58:08,187,3,11
8918,2016-09-23 22:33:51,11876,2,333
8919,2016-04-08 18:02:03,8564,2,744
8920,2016-06-03 09:43:07,24980,1,702
8921,2016-07-13 07:48:14,26847,5,806
8922,2016-12-04 19:36:41,1257,1,272
8923,2016-03-05 10:33:46,29278,2,823
8924,2016-03-30 10:05:36,21313,2,275
8925,2016-06-03 19:27:19,18251,1,855
8926,2016-10-14 04:59:58,1931,4,63
8927,2016-02-05 09:53:35,24767,4,47
8928,2016-12-06 23:15:30,12035,4,-1
8929,2016-05-21 23:45:23,25678,1,113
8930,2016-09-09 05:27:0,31148,4,763
8931,2016-12-11 16:01:06,10448,2,623
8932,2016-11-21 07:09:06,416,2,111
8933,2016-12-10 17:49:22,9651,3,484
8934,2016-09-08 20:14:32,31224,5,393
8935,2016-05-16 17:36:36,20464,4,466
8936,2016-02-04 07:40:38,8484,5,705
8937,2016-05-08 02:57:01,18718,3,338
8938,2016-08-28 10:20:2,10406,5,11
8939,2016-10-16 17:51:12,20721,4,608
8940,2016-12-26 09:21:33,6168,5,434
8941,2016-06-09 21:21:27,17763,4,714
8942,2016-06-19 14:31:14,7377,1,141
8943,2016-07-07 20:10:58,22901,4,273
8944,2016-04-27 18:23:32,7290,1,171
8945,2016-10-15 13:31:48,8145,4,456
8946,2016-06-17 20:58:2,20332,3,918
8947,2016-12-10 20:17:07,3379,5,938
8948,2016-05-31 04:44:16,14449,4,781
8949,2016-06-24 05:45:54,30469,5,-1
8950,2016-12-27 12:49:14,24563,2,339
8951,2016-04-25 08:48:43,30703,5,564
8952,2016-03-01 17:07:08,17813,3,549
8953,2016-08-06 08:49:49,9524,3,27
8954,2016-08-27 14:25:49,7344,5,-1
8955,2016-03-09 19:49:23,2776,2,391
8956,2016-07-11 03:28:2,18657,4,444
8957,2016-12-03 01:29:38,7729,1,817
8958,2016-07-11 21:24:39,25314,2,17
8959,2016-12-12 01:03:57,16357,4,552
8960,2016-12-30 02:37:37,27183,3,261
8961,2016-10-18 16:59:32,11461,1,817
8962,2016-06-17 15:32:2,29455,3,426
8963,2016-10-27 12:45:40,21393,1,161
8964,2016-02-10 08:38:09,11405,3,-1
8965,2016-01-05 19:20:57,29200,2,374
8966,2016-05-06 12:54:3,14323,1,889
8967,2016-09-10 05:39:32,9524,4,325
8968,2016-11-28 17:29:33,13671,2,611
8969,2016-08-14 01:46:24,643,3,574
8970,2016-02-11 23:58:47,22752,1,718
8971,2016-07-21 21:41:39,17204,5,376
8972,2016-09-11 23:32:12,20291,5,279
8973,2016-12-30 00:12:00,29522,4,263
8974,2016-12-29 05:12:28,29881,3,-1
8975,2016-12-29 22:39:25,24904,3,555
8976,2016-08-23 16:09:35,4230,5,47
8977,2016-03-14 08:21:38,24503,4,176
8978,2016-08-09 06:21:33,13357,1,491
8979,2016-02-26 01:52:01,24621,5,381
8980,2016-01-21 08:04:25,7386,2,28
8981,2016-07-05 03:36:10,31960,2,474
8982,2016-04-03 03:33:52,26171,1,914
8983,2016-08-29 07:55:18,23539,1,419
8984,2016-06-18 09:37:32,26640,1,823
8985,2016-05-08 04:00:08,5344,1,98
8986,2016-11-18 10:38:42,16367,4,358
8987,2016-10-01 05:09:58,25066,3,414
8988,2016-01-18 15:20:13,30024,3,866
8989,2016-05-09 12:08:37,28877,4,296
8990,2016-12-15 22:10:38,23565,5,71
8991,2016-05-01 03:36:24,3453,4,234
8992,2016-04-19 03:03:25,2435,4,761
8993,2016-12-26 06:16:07,15559,4,767
8994,2016-11-09 07:12:53,4105,1,603
8995,2016-01-22 05:34:28,21228,2,362
8996,2016-03-08 19:48:48,23859,4,113
8997,2016-05-12 05:19:18,14679,4,154
8998,2016-01-17 16:33:14,22848,4,5
8999,2016-07-29 16:31:0,30226,1,662
9000,2016-08-22 03:39:27,2680,1,996
9001,2016-03-12 14:45:22,26678,3,942
9002,2016-10-01 14:51:57,13397,5,243
9003,2016-12-23 20:53:28,5416,5,924
9004,2016-07-14 11:29:35,14646,3,877
9005,2016-06-06 14:46:36,4741,1,722
9006,2016-08-29 15:59:07,7136,5,677
9007,2016-03-04 03:09:17,1646,4,51
9008,2016-12-05 15:05:31,26574,2,796
9009,2016-01-31 23:02:43,11033,3,332
9010,2016-08-11 14:05:09,15077,2,121
9011,2016-04-14 14:32:18,13197,5,995
9012,2016-11-06 07:11:29,28819,1,686
9013,2016-01-05 15:40:48,7759,5,733
9014,2016-02-10 23:26:23,25219,3,198
9015,2016-06-17 20:13:38,19454,1,565
9016,2016-06-15 05:47:01,17281,5,897
9017,2016-10-10 11:43:37,21092,1,-1
9018,2016-01-24 06:53:5,1339,2,978
9019,2016-05-29 20:15:42,29629,1,396
9020,2016-01-19 11:23:56,30420,4,85
9021,2016-07-28 12:05:57,6168,2,597
9022,2016-12-26 19:11:16,2873,1,27
9023,2016-11-04 01:29:41,27077,1,244
9024,2016-01-08 20:23:47,3354,2,852
9025,2016-04-08 05:18:29,8022,5,59
9026,2016-08-13 20:35:24,24511,2,667
9027,2016-06-29 14:32:20,26081,5,878
9028,2016-06-14 03:58:24,15941,5,938
9029,2016-10-25 17:08:53,19926,5,461
9030,2016-10-16 06:28:16,22966,2,991
9031,2016-10-11 01:42:1,22415,1,-1
9032,2016-11-15 05:48:46,7125,1,555
9033,2016-01-22 00:48:32,12042,3,401
9034,2016-01-31 06:39:20,2696,5,619
9035,2016-03-27 02:30:37,17986,5,44
9036,2016-04-27 11:59:02,26663,4,355
9037,2016-09-21 07:44:09,28720,2,546
9038,2016-11-08 07:31:41,30628,3,15
9039,2016-11-21 04:27:17,16686,5,826
9040,2016-08-19 20:55:24,11081,1,734
9041,2016-08-23 08:52:02,13663,4,48
9042,2016-12-07 01:13:59,19504,2,537
9043,2016-03-18 13:14:23,25340,2,701
9044,2016-09-16 12:01:14,20042,4,322
9045,2016-08-27 19:43:3,31548,5,-1
9046,2016-05-28 00:17:18,22818,4,501
9047,2016-01-05 09:49:02,8544,4,546
9048,2016-04-14 11:32:10,11899,2,787
9049,2016-05-18 12:09:29,9330,2,253
9050,2016-08-26 02:22:43,31829,1,347
9051,2016-09-02 08:07:24,5497,2,-1
9052,2016-08-17 14:17:07,434,5,396
9053,2016-02-07 16:19:33,23439,4,634
9054,2016-01-13 02:02:56,7249,3,916
9055,2016-04-12 03:29:06,30001,3,561
9056,2016-05-29 05:43:23,2800,4,751
9057,2016-04-18 04:56:36,30226,5,642
9058,2016-05-31 02:28:34,22344,4,627
9059,2016-01-02 16:15:19,21435,1,113
9060,2016-12-25 21:46:07,9551,4,661
9061,2016-10-26 18:29:40,19636,3,676
9062,2016-12-20 08:26:35,4549,3,164
9063,2016-08-08 17:18:06,25839,4,996
9064,2016-03-16 05:54:38,8906,4,9
9065,2016-10-28 10:33:57,4218,5,631
9066,2016-08-21 08:05:43,2695,4,18
9067,2016-05-23 23:33:00,912,2,788
9068,2016-11-21 12:50:0,4897,1,25
9069,2016-05-28 18:13:24,8943,3,691
9070,2016-11-12 21:01:03,4080,3,311
9071,2016-02-25 02:57:49,15817,1,557
9072,2016-01-27 04:01:55,26488,2,538
9073,2016-07-23 16:41:45,12646,2,874
9074,2016-03-30 05:36:46,26438,2,161
9075,2016-04-26 00:31:58,4369,5,206
9076,2016-03-23 21:31:10,237,2,767
9077,2016-08-18 06:27:37,6058,3,763
9078,2016-01-19 02:43:37,13726,5,865
9079,2016-08-25 22:42:32,17049,3,164
9080,2016-09-07 14:03:06,2918,2,761
9081,2016-07-02 16:08:47,16080,1,248
9082,2016-09-03 13:54:36,14122,4,327
9083,2016-12-06 20:18:45,15524,5,798
9084,2016-08-05 04:51:22,27296,2,642
9085,2016-12-26 04:30:47,29707,3,818
9086,2016-05-24 05:39:41,787,3,713
9087,2016-08-19 23:48:39,25985,2,505
9088,2016-11-26 14:10:21,6318,2,369
9089,2016-05-30 01:04:04,27590,2,618
9090,2016-12-30 20:27:27,12657,1,528
9091,2016-07-08 13:02:47,3674,4,643
9092,2016-01-07 19:32:41,12053,4,664
9093,2016-04-27 15:44:22,29640,2,364
9094,2016-04-17 05:18:58,17370,1,723
9095,2016-12-18 22:41:02,25658,3,758
9096,2016-12-15 07:02:31,12388,1,934
9097,2016-03-11 08:20:04,2922,2,547
9098,2016-08-31 08:05:57,20135,4,243
9099,2016-06-25 21:12:48,29527,5,124
9100,2016-01-24 19:16:23,29243,4,338
9101,2016-07-18 10:20:08,17696,5,-1
9102,2016-05-27 08:43:06,8610,5,631
9103,2016-03-28 17:25:05,8581,4,83
9104,2016-09-03 00:16:03,27427,5,884
9105,2016-06-28 21:56:1,10000,1,-1
9106,2016-09-23 22:51:0,30356,5,947
9107,2016-08-19 11:48:12,20801,1,838
9108,2016-03-15 21:00:09,30163,2,269
9109,2016-09-06 12:02:03,21734,4,-1
9110,2016-02-07 20:43:32,12761,2,644
9111,2016-12-04 17:32:58,10731,1,876
9112,2016-10-16 17:33:05,30881,5,92
9113,2016-11-15 01:11:45,24810,2,9
9114,2016-08-05 13:01:08,18113,4,895
9115,2016-09-08 03:08:25,26949,3,218
9116,2016-08-05 08:32:05,1808,2,134
9117,2016-11-08 07:31:39,29767,2,129
9118,2016-11-14 10:47:55,30962,5,561
9119,2016-04-25 03:53:16,3621,3,594
9120,2016-07-20 12:45:55,26433,4,398
9121,2016-04-08 19:35:25,1637,3,946
9122,2016-08-12 23:58:08,7966,4,524
9123,2016-04-07 11:09:44,27111,3,667
9124,2016-08-17 18:40:00,1764,3,332
9125,2016-12-08 02:25:40,6496,3,18
9126,2016-12-28 16:34:42,20774,5,918
9127,2016-08-28 09:12:08,24344,3,478
9128,2016-02-07 19:16:00,16928,2,99
9129,2016-08-15 05:03:05,11763,1,988
9130,2016-02-10 07:49:3,20076,2,347
9131,2016-10-27 23:58:14,2470,4,187
9132,2016-11-26 03:15:01,23727,5,981
9133,2016-12-08 06:34:21,31243,5,559
9134,2016-04-30 23:33:29,28860,3,918
9135,2016-01-23 08:35:17,1221,3,49
9136,2016-07-02 01:46:43,20071,4,751
9137,2016-10-25 16:29:32,21951,3,784
9138,2016-08-11 11:27:35,25022,2,104
9139,2016-03-21 16:27:54,18646,2,407
9140,2016-06-17 21:28:05,29994,2,207
9141,2016-05-22 03:29:42,18553,2,911
9142,2016-01-27 20:11:07,16656,1,747
9143,2016-01-06 21:19:1,28771,3,-1
9144,2016-03-27 18:08:20,11064,4,-1
9145,2016-05-29 09:24:50,20349,5,524
9146,2016-05-25 10:01:0,22198,5,338
9147,2016-12-20 10:52:00,22794,3,16
9148,2016-06-18 16:38:10,26298,4,619
9149,2016-04-13 23:51:57,26576,5,483
9150,2016-08-23 17:41:09,18816,5,454
9151,2016-08-16 18:01:00,10065,4,89
9152,2016-08-18 05:14:08,4807,1,377
9153,2016-09-19 15:23:16,17685,3,949
9154,2016-08-29 16:22:30,15739,2,444
9155,2016-04-19 12:58:52,23183,2,223
9156,2016-08-21 14:50:55,21753,4,459
9157,2016-04-30 16:43:00,2612,5,674
9158,2016-03-29 05:56:20,5154,1,957
9159,2016-11-27 04:53:40,5542,4,636
9160,2016-07-06 04:26:20,30920,1,16
9161,2016-04-03 11:14:04,5326,2,109
9162,2016-11-01 05:45:52,12235,4,944
9163,2016-08-02 05:54:13,27840,1,796
9164,2016-03-02 18:46:33,21491,3,504
9165,2016-07-28 22:17:27,21163,2,995
9166,2016-09-05 16:42:12,14788,2,637
9167,2016-09-30 22:58:51,22486,1,326
9168,2016-01-09 04:50:33,19640,3,787
9169,2016-08-14 21:42:08,15954,2,352
9170,2016-12-06 13:55:34,12288,3,733
9171,2016-10-22 13:09:46,8067,5,633
9172,2016-11-16 23:55:40,17548,2,891
9173,2016-09-04 22:14:07,5387,3,139
9174,2016-06-25 02:31:04,10912,4,633
9175,2016-05-23 09:02:4,23188,4,296
9176,2016-06-21 14:37:39,697,1,199
9177,2016-04-12 02:27:59,26464,3,972
9178,2016-12-08 10:04:55,2909,2,752
9179,2016-01-18 23:55:43,23175,5,852
9180,2016-11-02 19:41:4,28025,1,371
9181,2016-05-16 10:06:2,26528,1,989
9182,2016-05-28 10:34:35,25734,1,237
9183,2016-06-28 17:05:12,24728,4,404
9184,2016-07-19 02:51:37,27797,1,902
9185,2016-11-23 21:15:31,21880,4,753
9186,2016-08-01 18:02:5,1322,3,683
9187,2016-03-29 05:12:52,16563,3,241
9188,2016-10-22 13:28:52,15647,5,322
9189,2016-11-20 02:51:16,30421,3,827
9190,2016-11-11 08:54:20,8736,5,773
9191,2016-02-25 20:11:15,13504,1,55
9192,2016-05-13 21:02:16,2190,1,-1
9193,2016-02-11 01:56:10,30856,1,644
9194,2016-01-30 14:47:48,793,3,949
9195,2016-08-16 21:50:19,4334,3,629
9196,2016-01-31 12:14:31,8411,4,193
9197,2016-05-13 21:09:26,14672,5,419
9198,2016-11-22 21:08:2,20259,5,737
9199,2016-07-07 11:32:34,14560,4,503
9200,2016-02-15 10:41:31,18213,3,467
9201,2016-12-11 15:18:31,20155,2,45
9202,2016-08-02 13:46:44,1835,2,611
9203,2016-09-01 07:58:28,21122,1,817
9204,2016-09-10 05:43:58,9110,3,649
9205,2016-08-09 02:26:39,43,5,58
9206,2016-09-04 17:13:16,10165,2,684
9207,2016-09-23 22:28:47,8823,4,7
9208,2016-05-06 07:22:07,18690,3,274
9209,2016-03-16 11:31:5,27503,4,773
9210,2016-07-11 10:19:43,25285,5,191
9211,2016-05-19 19:05:30,31016,3,161
9212,2016-01-06 08:47:31,5643,4,481
9213,2016-07-29 14:22:15,22708,5,801
9214,2016-09-23 07:19:54,4741,2,537
9215,2016-06-09 15:16:38,26033,5,552
9216,2016-12-25 14:17:07,3113,4,184
9217,2016-08-14 02:52:28,2342,2,677
9218,2016-01-19 01:26:49,13846,4,88
9219,2016-04-19 13:06:29,13034,2,983
9220,2016-03-30 19:57:33,13294,1,941
9221,2016-08-03 22:35:11,25578,5,456
9222,2016-04-01 16:21:00,25087,3,117
9223,2016-02-07 04:36:0,12261,3,818
9224,2016-11-20 05:59:36,3584,3,25
9225,2016-07-05 03:41:46,722,1,708
9226,2016-03-14 04:17:26,8407,2,139
9227,2016-07-18 17:33:44,20556,1,862
9228,2016-04-19 06:45:0,13802,3,676
9229,2016-02-02 21:36:0,19784,2,753
9230,2016-04-30 22:14:51,11281,2,464
9231,2016-10-03 21:21:49,13872,2,747
9232,2016-05-17 11:20:3,26941,2,751
9233,2016-04-11 20:24:14,24837,4,102
9234,2016-08-11 04:40:27,31218,1,196
9235,2016-10-03 23:36:56,23423,1,132
9236,2016-01-20 13:54:16,31276,4,636
9237,2016-05-17 09:33:48,3190,4,448
9238,2016-11-26 04:27:39,23021,5,612
9239,2016-01-29 15:49:47,8542,5,103
9240,2016-12-08 08:04:43,16205,3,537
9241,2016-01-09 01:14:52,11858,2,29
9242,2016-10-16 17:53:3,25968,1,874
9243,2016-10-19 14:42:16,23351,4,33
9244,2016-01-23 02:53:10,31479,2,969
9245,2016-10-17 23:45:35,8902,5,138
9246,2016-09-10 08:59:51,28162,3,573
9247,2016-10-28 00:45:48,22321,5,365
9248,2016-04-11 11:21:17,10905,5,-1
9249,2016-12-25 21:44:10,22748,3,727
9250,2016-05-04 18:11:32,22461,5,262
9251,2016-07-10 21:38:53,11610,4,148
9252,2016-02-01 22:00:39,18235,1,318
9253,2016-03-09 15:39:12,23300,5,107
9254,2016-07-28 07:08:58,11598,5,968
9255,2016-01-01 23:26:5,6800,4,65
9256,2016-04-11 20:31:00,16500,2,655
9257,2016-09-28 16:29:42,21689,2,75
9258,2016-08-12 18:10:1,27773,2,-1
9259,2016-01-08 11:01:34,30011,2,964
9260,2016-02-20 04:27:00,25416,2,759
9261,2016-08-10 14:16:06,15146,4,146
9262,2016-01-06 15:23:01,2821,3,773
9263,2016-05-27 23:22:43,21991,4,-1
9264,2016-07-19 15:25:36,18595,5,129
9265,2016-04-19 23:23:02,26405,1,331
9266,2016-09-13 19:28:10,28652,5,49
9267,2016-02-05 08:38:30,27388,3,289
9268,2016-10-25 13:27:36,7602,1,602
9269,2016-08-16 10:44:17,26050,3,562
9270,2016-08-09 05:38:41,4586,2,956
9271,2016-04-10 22:26:4,14839,1,45
9272,2016-08-17 19:40:10,19581,1,766
9273,2016-06-22 06:40:34,26810,2,822
9274,2016-10-05 04:00:40,21963,1,-1
9275,2016-12-17 10:52:38,2060,4,307
9276,2016-03-05 02:08:20,27711,3,-1
9277,2016-09-19 20:49:26,22025,4,-1
9278,2016-10-07 15:23:05,17036,5,731
9279,2016-04-20 02:25:02,6504,3,579
9280,2016-01-28 09:56:22,11593,1,688
9281,2016-04-01 04:07:24,11736,3,997
9282,2016-01-08 09:08:56,10150,4,27
9283,2016-04-26 04:45:37,17581,3,631
9284,2016-06-01 13:01:32,50,3,222
9285,2016-07-31 12:13:24,14076,1,804
9286,2016-03-12 17:38:19,28423,3,271
9287,2016-03-12 08:32:33,7410,2,-1
9288,2016-12-09 16:55:35,27556,5,643
9289,2016-01-09 13:42:00,17185,5,381
9290,2016-01-15 12:00:04,22739,1,924
9291,2016-05-14 03:32:57,23345,5,787
9292,2016-01-29 11:50:53,10697,1,275
9293,2016-04-30 02:28:26,3541,5,729
9294,2016-08-22 05:27:23,21585,5,-1
9295,2016-07-11 22:04:20,11691,4,519
9296,2016-05-19 19:00:34,11974,3,844
9297,2016-11-15 18:54:05,9479,4,616
9298,2016-01-05 11:18:15,16039,3,467
9299,2016-05-29 10:39:06,7828,5,85
9300,2016-08-02 04:44:30,27539,3,44
9301,2016-12-07 16:16:17,24055,4,356
9302,2016-12-31 15:00:14,4310,2,466
9303,2016-08-11 11:31:37,6442,2,608
9304,2016-06-11 13:04:27,15653,4,205
9305,2016-04-11 22:14:4,14386,1,869
9306,2016-03-15 22:05:23,6489,3,52
9307,2016-01-17 09:41:19,4741,5,386
9308,2016-04-19 21:14:40,26972,2,243
9309,2016-05-27 03:00:28,18058,3,-1
9310,2016-12-06 02:38:3,25616,4,913
9311,2016-07-26 00:30:42,7525,2,838
9312,2016-03-19 19:45:51,28513,4,967
9313,2016-12-11 19:03:02,14257,3,51
9314,2016-11-01 11:30:03,20029,5,448
9315,2016-03-10 13:31:01,14115,1,441
9316,2016-06-09 12:22:52,462,3,8
9317,2016-06-23 14:20:52,31239,2,277
9318,2016-05-21 21:18:48,3343,3,803
9319,2016-11-24 01:53:54,19293,2,901
9320,2016-11-29 01:28:41,5399,2,564
9321,2016-08-27 17:03:18,10402,3,698
9322,2016-12-16 05:03:21,24570,5,116
9323,2016-05-13 08:01:16,506,4,802
9324,2016-06-28 10:09:12,30559,2,422
9325,2016-12-01 00:39:19,7212,4,747
9326,2016-10-24 12:30:17,30258,2,998
9327,2016-03-08 07:10:55,20487,2,736
